,iter,cost,type
133,424,0.17120769039211725,ensSAWEI
134,432,0.20880274075954028,ensSAWEI
135,440,0.23032238905092903,ensSAWEI
136,448,0.20037333790469816,ensSAWEI
137,456,0.18554191817219937,ensSAWEI
138,464,0.10205083140824872,ensSAWEI
139,472,0.08540837863572175,ensSAWEI
140,480,0.07216507038016573,ensSAWEI
141,488,0.10899538415017955,ensSAWEI
142,496,0.04865109098905106,ensSAWEI
143,504,0.020970450329099735,ensSAWEI
144,128,0.8015478245350601,ensSAWEI
145,136,0.6027872532130029,ensSAWEI
146,144,0.6792414631473979,ensSAWEI
147,152,0.704579629391889,ensSAWEI
148,160,0.5109489604734199,ensSAWEI
149,168,0.4329062195307255,ensSAWEI
150,176,0.46942938171436943,ensSAWEI
151,184,0.42258597453470526,ensSAWEI
152,192,0.4181979949355912,ensSAWEI
153,200,0.3958332454068672,ensSAWEI
154,208,0.43070007674745553,ensSAWEI
155,216,0.42029547826714253,ensSAWEI
156,224,0.43392413143914726,ensSAWEI
157,232,0.4327401500840188,ensSAWEI
158,240,0.39292568829557756,ensSAWEI
159,248,0.3793866095707863,ensSAWEI
160,256,0.3915006317294043,ensSAWEI
161,264,0.3858043472915953,ensSAWEI
162,272,0.3852945220334218,ensSAWEI
163,280,0.4268485277746799,ensSAWEI
164,288,0.3797829318248793,ensSAWEI
165,296,0.36555327263450793,ensSAWEI
166,304,0.38657198748555127,ensSAWEI
167,312,0.3799717110038263,ensSAWEI
168,320,0.40453628736242436,ensSAWEI
169,328,0.3547595610716744,ensSAWEI
170,336,0.36824282783941825,ensSAWEI
171,344,0.37045422082845647,ensSAWEI
172,352,0.3989387137540268,ensSAWEI
173,360,0.37618786119008163,ensSAWEI
174,368,0.32803506208980765,ensSAWEI
175,376,0.3239448223561932,ensSAWEI
176,384,0.2820427836518137,ensSAWEI
177,392,0.2801372401831168,ensSAWEI
178,400,0.29968304354438724,ensSAWEI
179,408,0.2244283683809496,ensSAWEI
180,416,0.21233603769763681,ensSAWEI
181,424,0.23415346934998968,ensSAWEI
182,432,0.2175878251473918,ensSAWEI
183,440,0.20635462330426657,ensSAWEI
184,448,0.19234284554189005,ensSAWEI
185,456,0.1786886397814879,ensSAWEI
186,464,0.18791710285111438,ensSAWEI
187,472,0.16691301519051593,ensSAWEI
188,480,0.14860827467614804,ensSAWEI
189,488,0.1707558864917838,ensSAWEI
190,496,0.11995749380065442,ensSAWEI
191,504,0.10492764561302216,ensSAWEI
192,128,0.6659096001663392,ensSAWEI
193,136,0.6523244749569481,ensSAWEI
194,144,0.5767127364031658,ensSAWEI
195,152,0.7721251217715945,ensSAWEI
196,160,0.6932135577661964,ensSAWEI
197,168,0.538558205667897,ensSAWEI
198,176,0.444672773089609,ensSAWEI
199,184,0.4200842031049692,ensSAWEI
200,192,0.5065127204921179,ensSAWEI
201,200,0.380165779829549,ensSAWEI
202,208,0.41625107138181167,ensSAWEI
203,216,0.3982583507955464,ensSAWEI
204,224,0.34467922364334297,ensSAWEI
205,232,0.3449292811641819,ensSAWEI
206,240,0.3648389431773612,ensSAWEI
207,248,0.3457577424263458,ensSAWEI
208,256,0.3951796840373499,ensSAWEI
209,264,0.41290959035660063,ensSAWEI
210,272,0.3775903516488663,ensSAWEI
211,280,0.3308415080844684,ensSAWEI
212,288,0.3365558440578804,ensSAWEI
213,296,0.341728200013104,ensSAWEI
214,304,0.26543316726162813,ensSAWEI
215,312,0.2632744035006164,ensSAWEI
216,320,0.2897955364563734,ensSAWEI
217,328,0.27532125121368634,ensSAWEI
218,336,0.27770847739739524,ensSAWEI
219,344,0.2792079656527944,ensSAWEI
220,352,0.2637289256572797,ensSAWEI
221,360,0.26504351313301333,ensSAWEI
222,368,0.25449617020519916,ensSAWEI
223,376,0.2554535741571368,ensSAWEI
224,384,0.2294762456371881,ensSAWEI
225,392,0.20665436782475144,ensSAWEI
226,400,0.20445090329514343,ensSAWEI
227,408,0.21467552861963257,ensSAWEI
228,416,0.20600236818140485,ensSAWEI
229,424,0.20617294462943453,ensSAWEI
230,432,0.16287296411494215,ensSAWEI
231,440,0.16920046974031946,ensSAWEI
232,448,0.15751456296822747,ensSAWEI
233,456,0.15394114084466917,ensSAWEI
234,464,0.12696374929372842,ensSAWEI
235,472,0.10904089009887633,ensSAWEI
236,480,0.11362483897472779,ensSAWEI
237,488,0.1172766090711351,ensSAWEI
238,496,0.10314862011998766,ensSAWEI
239,504,0.045076242939564984,ensSAWEI
240,128,0.7612362714672559,origSAWEI
241,136,0.6773709934100182,origSAWEI
242,144,0.5772548133435509,origSAWEI
243,152,0.4525214395272037,origSAWEI
244,160,0.4574465700628953,origSAWEI
245,168,0.47509080806172405,origSAWEI
246,176,0.508493178937929,origSAWEI
247,184,0.4847964148749454,origSAWEI
248,192,0.4532293162289605,origSAWEI
249,200,0.4642563084884597,origSAWEI
250,208,0.44701058014473555,origSAWEI
251,216,0.4503379467460516,origSAWEI
252,224,0.4296726258212764,origSAWEI
253,232,0.48120734094760603,origSAWEI
254,240,0.4609918710697049,origSAWEI
255,248,0.463911129165816,origSAWEI
256,256,0.44577856096476937,origSAWEI
257,264,0.3962941724727862,origSAWEI
258,272,0.40227356773725476,origSAWEI
259,280,0.3842793550826479,origSAWEI
260,288,0.37101873274574176,origSAWEI
261,296,0.3736307310652506,origSAWEI
262,304,0.3956233922168295,origSAWEI
263,312,0.3835875980880513,origSAWEI
264,320,0.39646994376043654,origSAWEI
265,328,0.34602237886141896,origSAWEI
266,336,0.3572679634333061,origSAWEI
267,344,0.3264592210440672,origSAWEI
268,352,0.3262666317256262,origSAWEI
269,360,0.3219779355123608,origSAWEI
270,368,0.4263565881914938,origSAWEI
271,376,0.44228716364806375,origSAWEI
272,384,0.4107150102004827,origSAWEI
273,392,0.4186844043719518,origSAWEI
274,400,0.4158347727329477,origSAWEI
275,408,0.4094215334814344,origSAWEI
276,416,0.40110486716466476,origSAWEI
277,424,0.4002975909069908,origSAWEI
278,432,0.3957157341460279,origSAWEI
279,440,0.40375577349387964,origSAWEI
280,448,0.38301362454930565,origSAWEI
281,456,0.3948878861220041,origSAWEI
282,464,0.37719085168180444,origSAWEI
283,472,0.37698492063449307,origSAWEI
284,480,0.37728671713656237,origSAWEI
285,488,0.3674407420075312,origSAWEI
286,496,0.17417381133910334,origSAWEI
287,504,0.16221324306147344,origSAWEI
288,128,0.5034775704141676,origSAWEI
289,136,0.5436007165564947,origSAWEI
290,144,0.5205069654308601,origSAWEI
291,152,0.6604905989356896,origSAWEI
292,160,0.5983016118283971,origSAWEI
293,168,0.5422406483443215,origSAWEI
294,176,0.5908089098627207,origSAWEI
295,184,0.5867062730816768,origSAWEI
296,192,0.612421678710334,origSAWEI
297,200,0.5800411324591854,origSAWEI
298,208,0.6045356858930279,origSAWEI
299,216,0.6010096344274644,origSAWEI
300,224,0.5815104024270358,origSAWEI
301,232,0.5572529840946879,origSAWEI
302,240,0.5731178999508387,origSAWEI
303,248,0.5813439049715691,origSAWEI
304,256,0.624161929817548,origSAWEI
305,264,0.5873252916383467,origSAWEI
306,272,0.5220292515582203,origSAWEI
307,280,0.4823052578807412,origSAWEI
308,288,0.5776535437038502,origSAWEI
309,296,0.5621925583783843,origSAWEI
310,304,0.5877485764898056,origSAWEI
311,312,0.541017848195841,origSAWEI
312,320,0.6744068952660085,origSAWEI
313,328,0.45047587701227976,origSAWEI
314,336,0.4852818245316575,origSAWEI
315,344,0.4848887408848235,origSAWEI
316,352,0.505759673845459,origSAWEI
317,360,0.5203781355037023,origSAWEI
318,368,0.47732763442325876,origSAWEI
319,376,0.39923275929264285,origSAWEI
320,384,0.4350962090220438,origSAWEI
321,392,0.40510395175679453,origSAWEI
322,400,0.49530430652094526,origSAWEI
323,408,0.37476979776712677,origSAWEI
324,416,0.4646809622109868,origSAWEI
325,424,0.5324159558434072,origSAWEI
326,432,0.312205628191799,origSAWEI
327,440,0.451883748369386,origSAWEI
328,448,0.3425196658236198,origSAWEI
329,456,0.29049274175125794,origSAWEI
330,464,0.26698581671047894,origSAWEI
331,472,0.20259580891832413,origSAWEI
332,480,0.20964612889204456,origSAWEI
333,488,0.16922929190817232,origSAWEI
334,496,0.15866361834092277,origSAWEI
335,504,0.16690271710126448,origSAWEI
336,128,0.523433122743833,origSAWEI
337,136,0.4672970959023072,origSAWEI
338,144,0.4794789637015049,origSAWEI
339,152,0.537612325622471,origSAWEI
340,160,0.495005645933892,origSAWEI
341,168,0.4721449885643913,origSAWEI
342,176,0.4820349192258947,origSAWEI
343,184,0.4919760639315549,origSAWEI
344,192,0.5107915408231115,origSAWEI
345,200,0.46653802491483537,origSAWEI
346,208,0.4529680644897208,origSAWEI
347,216,0.49940412898568787,origSAWEI
348,224,0.5284010611580245,origSAWEI
349,232,0.5080098227097782,origSAWEI
350,240,0.5662773708138534,origSAWEI
351,248,0.48827355974983755,origSAWEI
352,256,0.4791875159036759,origSAWEI
353,264,0.41826640207303034,origSAWEI
354,272,0.3976875438236746,origSAWEI
355,280,0.44958006765052716,origSAWEI
356,288,0.4226316463464518,origSAWEI
357,296,0.4536217503838732,origSAWEI
358,304,0.47677287280410663,origSAWEI
359,312,0.3919403227116286,origSAWEI
360,320,0.3601182386843234,origSAWEI
361,328,0.3355115660960022,origSAWEI
362,336,0.33581541203347454,origSAWEI
363,344,0.3066687673616964,origSAWEI
364,352,0.2781542635250929,origSAWEI
365,360,0.30469926098583333,origSAWEI
366,368,0.2868454154821703,origSAWEI
367,376,0.27171776117588947,origSAWEI
368,384,0.2654427149651594,origSAWEI
369,392,0.2632130633734458,origSAWEI
370,400,0.2566445825735589,origSAWEI
371,408,0.2599544925279158,origSAWEI
372,416,0.26036143005234025,origSAWEI
373,424,0.25303151907923116,origSAWEI
374,432,0.23562964321059998,origSAWEI
375,440,0.23897484018577828,origSAWEI
376,448,0.22525681377565215,origSAWEI
377,456,0.2156074086939766,origSAWEI
378,464,0.22272101041007245,origSAWEI
379,472,0.20914149047876088,origSAWEI
380,480,0.20308792325445463,origSAWEI
381,488,0.19579451220641514,origSAWEI
382,496,0.1734848429954317,origSAWEI
383,504,0.17832488481360975,origSAWEI
384,128,0.6615089849718307,origSAWEI
385,136,0.6344217911461089,origSAWEI
386,144,0.47372152439892024,origSAWEI
387,152,0.41636636858146736,origSAWEI
388,160,0.4688484955474127,origSAWEI
389,168,0.4633936149121988,origSAWEI
390,176,0.44984412841184973,origSAWEI
391,184,0.38508878313744127,origSAWEI
392,192,0.3647283883094094,origSAWEI
393,200,0.39008560386618835,origSAWEI
394,208,0.52779862252772,origSAWEI
395,216,0.3780754605741018,origSAWEI
396,224,0.4311196384060917,origSAWEI
397,232,0.430806799884285,origSAWEI
398,240,0.3841966752741291,origSAWEI
399,248,0.4171898198807323,origSAWEI
400,256,0.4009379436197664,origSAWEI
401,264,0.379707669570302,origSAWEI
402,272,0.33352139396368086,origSAWEI
403,280,0.35062407854426975,origSAWEI
404,288,0.3345570380913594,origSAWEI
405,296,0.32836889795720925,origSAWEI
406,304,0.3334729136521069,origSAWEI
407,312,0.3591669766436106,origSAWEI
408,320,0.3393347306346672,origSAWEI
409,328,0.3315132252088012,origSAWEI
410,336,0.3560878725828147,origSAWEI
411,344,0.348777276193053,origSAWEI
412,352,0.35798809383581337,origSAWEI
413,360,0.3224071957457276,origSAWEI
414,368,0.3238736581103842,origSAWEI
415,376,0.33134744745829753,origSAWEI
416,384,0.37805727592301847,origSAWEI
417,392,0.3603453854968852,origSAWEI
418,400,0.3596546146726397,origSAWEI
419,408,0.3338130477115923,origSAWEI
420,416,0.35238110683188123,origSAWEI
421,424,0.34254154401214226,origSAWEI
422,432,0.29297358415610386,origSAWEI
423,440,0.3259456730594787,origSAWEI
424,448,0.28600005470111667,origSAWEI
425,456,0.3105029655803092,origSAWEI
426,464,0.2909909874480058,origSAWEI
427,472,0.2667343961703491,origSAWEI
428,480,0.2627766564576729,origSAWEI
429,488,0.2624882398186543,origSAWEI
430,496,0.23724659474122797,origSAWEI
431,504,0.18780343724402046,origSAWEI
432,128,0.3983154090127579,origSAWEI
433,136,0.4399458725438331,origSAWEI
434,144,0.4313122328845947,origSAWEI
435,152,0.4983488731911481,origSAWEI
436,160,0.5460794072026862,origSAWEI
437,168,0.5256032585258051,origSAWEI
438,176,0.5142550958526861,origSAWEI
439,184,0.5227589501781614,origSAWEI
440,192,0.5056782791761687,origSAWEI
441,200,0.4558508871846758,origSAWEI
442,208,0.5720690416819694,origSAWEI
443,216,0.44619786990711996,origSAWEI
444,224,0.4738668065503749,origSAWEI
445,232,0.4034077821131738,origSAWEI
446,240,0.430590838450022,origSAWEI
447,248,0.33531046514218477,origSAWEI
448,256,0.38221381406065763,origSAWEI
449,264,0.4190808619943207,origSAWEI
450,272,0.40066191164626924,origSAWEI
451,280,0.4316952008331378,origSAWEI
452,288,0.4097053066658966,origSAWEI
453,296,0.3915055159149123,origSAWEI
454,304,0.43802630064557035,origSAWEI
455,312,0.43532231731061893,origSAWEI
456,320,0.41500302395049304,origSAWEI
457,328,0.41748639660536824,origSAWEI
458,336,0.42599942743753233,origSAWEI
459,344,0.4068514284793339,origSAWEI
460,352,0.4324392276546327,origSAWEI
461,360,0.4121041122445539,origSAWEI
462,368,0.4211611536227561,origSAWEI
463,376,0.4721133585044214,origSAWEI
464,384,0.47387212225463826,origSAWEI
465,392,0.4708146275186463,origSAWEI
466,400,0.5167662150387731,origSAWEI
467,408,0.543026210650861,origSAWEI
468,416,0.5494384899618637,origSAWEI
469,424,0.3509044825305307,origSAWEI
470,432,0.3046040599435942,origSAWEI
471,440,0.21499996155834958,origSAWEI
472,448,0.2042349116659221,origSAWEI
473,456,0.21209828259593644,origSAWEI
474,464,0.18638788718058072,origSAWEI
475,472,0.20131829386833502,origSAWEI
476,480,0.20221251045094907,origSAWEI
477,488,0.20661922749631936,origSAWEI
478,496,0.1643182308174847,origSAWEI
479,504,0.1627035952216881,origSAWEI
480,128,1.328248680429986,ens
481,136,1.1465661867756802,ens
482,144,0.8436351314855659,ens
483,152,0.625352153456206,ens
484,160,0.5541300214749819,ens
485,168,0.6303118442575008,ens
486,176,0.7507539108195006,ens
487,184,0.7069742810731394,ens
488,192,0.6917071679486785,ens
489,200,0.6978819566965097,ens
490,208,0.6574828219057738,ens
491,216,0.6591616300587044,ens
492,224,0.7626341647255112,ens
493,232,0.6218178328824147,ens
494,240,0.64637335372658,ens
495,248,0.6133850829165614,ens
496,256,0.6406414675307766,ens
497,264,0.6463081893766807,ens
498,272,0.6983883255966611,ens
499,280,0.6344031266815262,ens
500,288,0.6635559740418927,ens
501,296,0.6679894862992062,ens
502,304,0.6370307165629921,ens
503,312,0.6378825673277602,ens
504,320,0.6382591745539324,ens
505,328,0.5612010012835401,ens
506,336,0.5049196467925675,ens
507,344,0.5575483759934268,ens
508,352,0.4790114289992049,ens
509,360,0.49526440339853495,ens
510,368,0.4589001079538688,ens
511,376,0.462861539005463,ens
512,384,0.4426539902393953,ens
513,392,0.3807425085146175,ens
514,400,0.34849610142512,ens
515,408,0.3409155803368916,ens
516,416,0.3407013263960216,ens
517,424,0.3119093887296659,ens
518,432,0.25055368777848114,ens
519,440,0.2764007532750032,ens
520,448,0.2498096817445403,ens
521,456,0.22467305309517363,ens
522,464,0.20611386926373806,ens
523,472,0.18546685187167292,ens
524,480,0.15562965421568697,ens
525,488,0.14822622060941865,ens
526,496,0.06821529034256858,ens
527,504,0.14612910025868397,ens
528,128,1.0273334350456302,ens
529,136,0.7362212878246561,ens
530,144,0.7751195932033142,ens
531,152,0.6823183725410802,ens
532,160,0.6147528066188069,ens
533,168,0.48511327899438555,ens
534,176,0.509406077644382,ens
535,184,0.5137724398084799,ens
536,192,0.538253086936915,ens
537,200,0.40858256022372785,ens
538,208,0.4452070181649962,ens
539,216,0.5113413051169572,ens
540,224,0.42106010386807835,ens
541,232,0.40192968251986716,ens
542,240,0.3701066545787263,ens
543,248,0.3632541104420837,ens
544,256,0.38022933775416107,ens
545,264,0.36889983217143274,ens
546,272,0.3756062077903459,ens
547,280,0.3884838384277458,ens
548,288,0.3399097696783879,ens
549,296,0.3240457534163334,ens
550,304,0.3210131159012717,ens
551,312,0.2689406643589331,ens
552,320,0.24637808481531054,ens
553,328,0.22280493960861936,ens
554,336,0.2469158512058437,ens
555,344,0.25467659499400075,ens
556,352,0.26212554880496586,ens
557,360,0.28083605405139717,ens
558,368,0.25230742694705455,ens
559,376,0.28250649941812844,ens
560,384,0.3062212359477986,ens
561,392,0.3466653824793905,ens
562,400,0.3094105932604162,ens
563,408,0.225150968753624,ens
564,416,0.22638693958824802,ens
565,424,0.20978554258434734,ens
566,432,0.18789320252015282,ens
567,440,0.1937334535931694,ens
568,448,0.22462515512116615,ens
569,456,0.23327411803890943,ens
570,464,0.2801136989157221,ens
571,472,0.2818081582344496,ens
572,480,0.32140341455584936,ens
573,488,0.31973475934475604,ens
574,496,0.2686580411755089,ens
575,504,0.2675300084316846,ens
576,128,1.123979543009961,ens
577,136,1.0658770263746518,ens
578,144,1.00860704666374,ens
579,152,0.9024658198353044,ens
580,160,0.6279228504883506,ens
581,168,0.7948934953405402,ens
582,176,0.6715599337327267,ens
583,184,0.6923273735824933,ens
584,192,0.7096350007943086,ens
585,200,0.8569042694981163,ens
586,208,0.9241690957447828,ens
587,216,0.7744767652835579,ens
588,224,0.7845991144928469,ens
589,232,0.698564780971317,ens
590,240,0.755251505355243,ens
591,248,0.814223271951271,ens
592,256,0.8294178336865393,ens
593,264,0.6792325018549958,ens
594,272,0.5348293849114204,ens
595,280,0.5043137814372622,ens
596,288,0.7050864400965595,ens
597,296,0.5520182707355656,ens
598,304,0.5161549882275588,ens
599,312,0.5358900895084623,ens
600,320,0.504280779572348,ens
601,328,0.4905023963906922,ens
602,336,0.46129086138378433,ens
603,344,0.37629225854231435,ens
604,352,0.3984853316597118,ens
605,360,0.3983198022448819,ens
606,368,0.34589481372237274,ens
607,376,0.3346794142654588,ens
608,384,0.2961623888285738,ens
609,392,0.34061270793931475,ens
610,400,0.32995956023594614,ens
611,408,0.29408572018266277,ens
612,416,0.26380420908153446,ens
613,424,0.24727665620658737,ens
614,432,0.23240793854826208,ens
615,440,0.2120309453424736,ens
616,448,0.2037120668733949,ens
617,456,0.182105936214861,ens
618,464,0.16013838105398112,ens
619,472,0.16298059526706987,ens
620,480,0.14891217539307441,ens
621,488,0.12748737429416412,ens
622,496,0.10775964638382224,ens
623,504,0.10318494177521313,ens
624,128,0.8387348070123709,ens
625,136,0.7443447240978753,ens
626,144,0.5880466567094569,ens
627,152,0.7368428182720359,ens
628,160,0.6443891399069004,ens
629,168,0.6470747644942342,ens
630,176,0.6920738399721442,ens
631,184,0.8787113216856091,ens
632,192,0.7240953485110526,ens
633,200,0.5893798282347447,ens
634,208,0.6093660661561767,ens
635,216,0.5828261785752685,ens
636,224,0.46463370303766993,ens
637,232,0.5702052743695066,ens
638,240,0.48757538401685924,ens
639,248,0.5397469869458309,ens
640,256,0.6042305415196337,ens
641,264,0.43137931884622016,ens
642,272,0.500944355192478,ens
643,280,0.37776406123460615,ens
644,288,0.4225712764454744,ens
645,296,0.3638123062310193,ens
646,304,0.35495688276928844,ens
647,312,0.36312844675864986,ens
648,320,0.34998515326007074,ens
649,328,0.3361339460571938,ens
650,336,0.33149813774967,ens
651,344,0.3513497026423267,ens
652,352,0.32493886801565197,ens
653,360,0.34636129987022185,ens
654,368,0.35877673684683975,ens
655,376,0.30515200185781494,ens
656,384,0.31053124536681204,ens
657,392,0.3303160963114882,ens
658,400,0.2925417866566337,ens
659,408,0.2676204097066158,ens
660,416,0.28662118673421233,ens
661,424,0.2789569523536435,ens
662,432,0.22673696777732172,ens
663,440,0.23057250159452297,ens
664,448,0.2171282729394558,ens
665,456,0.17893794972444593,ens
666,464,0.14456280380543687,ens
667,472,0.11561138751619698,ens
668,480,0.1476487451378712,ens
669,488,0.1352404767112833,ens
670,496,0.09584840393438933,ens
671,504,0.10572392319763514,ens
672,128,1.295566515416797,ens
673,136,1.5477148997465258,ens
674,144,1.5497543535628096,ens
675,152,1.4393892248024645,ens
676,160,1.2358684777216702,ens
677,168,0.8381310357768479,ens
678,176,0.8424167269125203,ens
679,184,0.9726063409971983,ens
680,192,0.8504695903152282,ens
681,200,0.8920994444965502,ens
682,208,0.8476447456058305,ens
683,216,0.7638003305895611,ens
684,224,0.7834068742650027,ens
685,232,0.6791058358786347,ens
686,240,0.7279460872218595,ens
687,248,0.9323832591216358,ens
688,256,0.9300344646123904,ens
689,264,0.8721154862192233,ens
690,272,0.7892263612647655,ens
691,280,0.8237334566332996,ens
692,288,0.800580683816031,ens
693,296,0.6959542913678248,ens
694,304,0.6010809071925277,ens
695,312,0.6069597105391504,ens
696,320,0.5852572468781101,ens
697,328,0.5619162979337177,ens
698,336,0.5568929063915474,ens
699,344,0.553292078295699,ens
700,352,0.5525450315425537,ens
701,360,0.46259018591202794,ens
702,368,0.5085934037604412,ens
703,376,0.4963149447941492,ens
704,384,0.4722923774790179,ens
705,392,0.46864336395557693,ens
706,400,0.48962600383026494,ens
707,408,0.41358231879252,ens
708,416,0.47409656343083656,ens
709,424,0.46082150092156277,ens
710,432,0.41401297781656166,ens
711,440,0.37654892156023695,ens
712,448,0.36088707156574495,ens
713,456,0.3279026280178234,ens
714,464,0.29368305640833625,ens
715,472,0.27452168959883866,ens
716,480,0.22123570993937075,ens
717,488,0.11751532085568107,ens
718,496,0.08152365035844146,ens
719,504,0.11235103818023516,ens
720,128,0.5256591225111332,orig
721,136,0.46183857393457156,orig
722,144,0.4892474793904753,orig
723,152,0.46717012431008453,orig
724,160,0.4443868579721072,orig
725,168,0.5058797937726145,orig
726,176,0.6219439594390329,orig
727,184,0.4618745004173755,orig
728,192,0.5636165019414697,orig
729,200,0.5165011876943818,orig
730,208,0.5072956709711347,orig
731,216,0.5352516367437631,orig
732,224,0.4665215635475983,orig
733,232,0.47370283678314845,orig
734,240,0.4687536196624534,orig
735,248,0.45514618386031486,orig
736,256,0.5152819667975675,orig
737,264,0.5207733602204319,orig
738,272,0.4757944092444651,orig
739,280,0.4341184603969676,orig
740,288,0.5130320800784796,orig
